      0.0000      1.0000     30.0000     30.0000      5.0693      0.8802      4.5905      0.0000  1.0000E-10      0.0000  1.1839E+03
      0.0589      1.0000     29.9909     29.9909      5.0714      0.8825      4.5898      0.0000  1.0000E-10      0.0000  1.1757E+03
      0.1179      1.0000     29.9816     29.9816      5.0735      0.8849      4.5892      0.0000  1.0000E-10     -0.0000  1.1676E+03
      0.1769      1.0000     29.9723     29.9723      5.0756      0.8873      4.5886      0.0000  1.0000E-10     -0.0000  1.1595E+03
      0.2359      1.0000     29.9628     29.9628      5.0778      0.8896      4.5879      0.0000  1.0000E-10     -0.0001  1.1514E+03
      0.2949      1.0000     29.9533     29.9533      5.0800      0.8920      4.5873      0.0000  1.0000E-10     -0.0002  1.1433E+03
      0.3539      1.0000     29.9436     29.9436      5.0822      0.8944      4.5866      0.0000  1.0000E-10     -0.0002  1.1351E+03
      0.4129      1.0000     29.9339     29.9339      5.0844      0.8967      4.5860      0.0000  1.0000E-10     -0.0003  1.1270E+03
      0.4720      1.0000     29.9240     29.9240      5.0867      0.8991      4.5854      0.0000  1.0000E-10     -0.0004  1.1188E+03
      0.5310      1.0000     29.9140     29.9140      5.0890      0.9015      4.5848      0.0000  1.0000E-10     -0.0006  1.1106E+03
      0.5901      1.0000     29.9039     29.9039      5.0913      0.9039      4.5841      0.0000  1.0000E-10     -0.0007  1.1024E+03
      0.6492      1.0000     29.8937     29.8937      5.0936      0.9063      4.5835      0.0000  1.0000E-10     -0.0009  1.0941E+03
      0.7083      1.0000     29.8834     29.8834      5.0959      0.9087      4.5829      0.0000  1.0000E-10     -0.0011  1.0859E+03
      0.7675      1.0000     29.8729     29.8729      5.0983      0.9112      4.5823      0.0000  1.0000E-10     -0.0013  1.0775E+03
      0.8266      1.0000     29.8624     29.8624      5.1007      0.9136      4.5816      0.0000  1.0000E-10     -0.0015  1.0692E+03
      0.8858      1.0000     29.8517     29.8517      5.1031      0.9161      4.5810      0.0000  1.0000E-10     -0.0018  1.0608E+03
      0.9450      1.0000     29.8409     29.8409      5.1056      0.9185      4.5804      0.0000  1.0000E-10     -0.0020  1.0524E+03
      1.0042      1.0000     29.8300     29.8300      5.1080      0.9210      4.5798      0.0000  1.0000E-10     -0.0023  1.0440E+03
      1.0634      1.0000     29.8189     29.8189      5.1105      0.9235      4.5791      0.0000  1.0000E-10     -0.0026  1.0355E+03
      1.1227      1.0000     29.8077     29.8077      5.1130      0.9260      4.5785      0.0000  1.0000E-10     -0.0030  1.0270E+03
      1.1819      1.0000     29.7963     29.7963      5.1156      0.9286      4.5779      0.0000  1.0000E-10     -0.0033  1.0184E+03
      1.2412      1.0000     29.7849     29.7849      5.1181      0.9311      4.5772      0.0000  1.0000E-10     -0.0037  1.0098E+03
      1.3005      1.0000     29.7732     29.7732      5.1207      0.9337      4.5766      0.0000  1.0000E-10     -0.0041  1.0011E+03
      1.3598      1.0000     29.7615     29.7615      5.1233      0.9363      4.5759      0.0000  1.0000E-10     -0.0045  9.9242E+02
      1.4192      1.0000     29.7496     29.7496      5.1259      0.9389      4.5753      0.0000  1.0000E-10     -0.0050  9.8364E+02
      1.4785      1.0000     29.7375     29.7375      5.1285      0.9416      4.5746      0.0000  1.0000E-10     -0.0055  9.7482E+02
      1.5379      1.0000     29.7253     29.7253      5.1312      0.9443      4.5739      0.0000  1.0000E-10     -0.0060  9.6594E+02
      1.5973      1.0000     29.7129     29.7129      5.1339      0.9470      4.5733      0.0000  1.0000E-10     -0.0065  9.5700E+02
      1.6567      1.0000     29.7003     29.7003      5.1366      0.9497      4.5726      0.0000  1.0000E-10     -0.0071  9.4800E+02
      1.7161      1.0000     29.6876     29.6876      5.1393      0.9524      4.5719      0.0000  1.0000E-10     -0.0077  9.3894E+02
