      0.0000      1.0000      1.2000      1.2000      0.2458      0.0576      3.7959      0.0000  8.1762E-03      0.0000  1.4176E+03
     54.4480      1.0000      1.2000      1.2000      0.2489      0.0587      3.7962      0.0000  8.1762E-03      0.0000  1.4068E+03
    108.8961      1.0000      1.2000      1.2000      0.2520      0.0598      3.7964      0.0000  8.1764E-03      0.0000  1.3962E+03
    163.3441      1.0000      1.2000      1.2000      0.2551      0.0609      3.7966      0.0000  8.1767E-03      0.0000  1.3857E+03
    217.7922      1.0000      1.2000      1.2000      0.2581      0.0620      3.7968      0.0000  8.1771E-03      0.0000  1.3753E+03
    272.2402      1.0000      1.2000      1.2000      0.2612      0.0631      3.7970      0.0000  8.1777E-03      0.0000  1.3651E+03
    326.6883      1.0000      1.2000      1.2000      0.2642      0.0642      3.7972      0.0000  8.1785E-03      0.0000  1.3550E+03
    381.1363      1.0000      1.2000      1.2000      0.2673      0.0653      3.7974      0.0000  8.1794E-03      0.0000  1.3450E+03
    435.5844      1.0000      1.2000      1.2000      0.2703      0.0664      3.7976      0.0000  8.1804E-03      0.0000  1.3351E+03
    490.0324      1.0000      1.2000      1.2000      0.2734      0.0675      3.7978      0.0000  8.1816E-03      0.0000  1.3254E+03
    544.4805      1.0000      1.2000      1.2000      0.2764      0.0686      3.7980      0.0000  8.1830E-03      0.0000  1.3158E+03
    598.9285      1.0000      1.2000      1.2000      0.2794      0.0698      3.7982      0.0000  8.1845E-03      0.0000  1.3062E+03
    653.3766      1.0000      1.2000      1.2000      0.2824      0.0709      3.7984      0.0000  8.1862E-03      0.0000  1.2968E+03
    707.8246      1.0000      1.2000      1.2000      0.2854      0.0720      3.7986      0.0000  8.1880E-03      0.0000  1.2875E+03
    762.2726      1.0000      1.2000      1.2000      0.2884      0.0731      3.7988      0.0000  8.1900E-03      0.0000  1.2783E+03
    816.7207      1.0000      1.2000      1.2000      0.2914      0.0743      3.7990      0.0000  8.1921E-03      0.0000  1.2691E+03
    871.1688      1.0000      1.2000      1.2000      0.2943      0.0754      3.7991      0.0000  8.1943E-03      0.0000  1.2601E+03
    925.6168      1.0000      1.2000      1.2000      0.2973      0.0766      3.7993      0.0000  8.1967E-03      0.0000  1.2512E+03
    980.0649      1.0000      1.2000      1.2000      0.3002      0.0777      3.7995      0.0000  8.1992E-03      0.0000  1.2423E+03
   1034.5129      1.0000      1.2000      1.2000      0.3032      0.0789      3.7996      0.0000  8.2018E-03      0.0000  1.2335E+03
   1088.9609      1.0000      1.2000      1.2000      0.3061      0.0801      3.7998      0.0000  8.2046E-03      0.0000  1.2248E+03
   1143.4089      1.0000      1.2000      1.2000      0.3091      0.0812      3.7999      0.0000  8.2075E-03      0.0000  1.2162E+03
   1197.8571      1.0000      1.2000      1.2000      0.3120      0.0824      3.8001      0.0000  8.2106E-03      0.0000  1.2077E+03
   1252.3051      1.0000      1.2000      1.2000      0.3149      0.0836      3.8002      0.0000  8.2138E-03      0.0000  1.1992E+03
   1306.7532      1.0000      1.2000      1.2000      0.3178      0.0848      3.8003      0.0000  8.2171E-03      0.0000  1.1908E+03
   1361.2012      1.0000      1.2000      1.2000      0.3207      0.0860      3.8004      0.0000  8.2206E-03      0.0000  1.1825E+03
   1415.6492      1.0000      1.2000      1.2000      0.3236      0.0872      3.8006      0.0000  8.2242E-03      0.0000  1.1742E+03
   1470.0973      1.0000      1.2000      1.2000      0.3265      0.0884      3.8007      0.0000  8.2280E-03      0.0000  1.1661E+03
   1524.5453      1.0000      1.2000      1.2000      0.3294      0.0897      3.8008      0.0000  8.2319E-03      0.0000  1.1579E+03
   1578.9934      1.0000      1.2000      1.2000      0.3322      0.0909      3.8009      0.0000  8.2360E-03      0.0000  1.1498E+03
   1633.4414      1.0000      1.2000      1.2000      0.3351      0.0922      3.8010      0.0000  8.2403E-03      0.0000  1.1418E+03
   1687.8895      1.0000      1.2000      1.2000      0.3380      0.0934      3.8010      0.0000  8.2448E-03      0.0000  1.1338E+03
   1742.3375      1.0000      1.2000      1.2000      0.3408      0.0947      3.8011      0.0000  8.2494E-03      0.0000  1.1259E+03
   1796.7855      1.0000      1.2000      1.2000      0.3436      0.0960      3.8012      0.0000  8.2542E-03      0.0000  1.1181E+03
   1851.2336      1.0000      1.2000      1.2000      0.3465      0.0973      3.8012      0.0000  8.2593E-03      0.0000  1.1102E+03
   1905.6816      1.0000      1.2000      1.2000      0.3493      0.0986      3.8013      0.0000  8.2645E-03      0.0000  1.1025E+03
   1960.1298      1.0000      1.2000      1.2000      0.3521      0.0999      3.8013      0.0000  8.2700E-03      0.0000  1.0947E+03
   2014.5778      1.0000      1.2000      1.2000      0.3549      0.1012      3.8014      0.0000  8.2758E-03      0.0000  1.0870E+03
   2069.0259      1.0000      1.2000      1.2000      0.3577      0.1026      3.8014      0.0000  8.2818E-03      0.0000  1.0794E+03
